方圆绿茵,http://nj.lianjia.com/ershoufang/103100704941.html,和燕路迈皋桥 南北通透 无增值税  采光充足带地下室,2室2厅,27061,255,94.23,高楼层/共6层,南 北,平层/精装,2004,,栖霞,迈皋桥,近1号线迈皋桥站
江山名座大厦,http://nj.lianjia.com/ershoufang/103100845524.html,配套成熟 交通方便 满五年 户型方正,1室2厅,23525,138,58.66,中楼层/共11层,北,平层/简装,2006,,江宁,东山镇,近1号线竹山路站
金王府,http://nj.lianjia.com/ershoufang/103101111508.html,金王府 3室2厅 290万,3室2厅,30475,290,95.16,低楼层/共6层,南 北,平层/精装,2010,,江宁,百家湖,近1号线胜太路站
翠岛花城柳丝苑,http://nj.lianjia.com/ershoufang/103100541522.html,大三房   户型方正 采光充足 看房方便,3室2厅,31833,440,138.22,中楼层/共10层,南 北,平层/其他,2005,,雨花台,宁南,近1号线花神庙站
同曦艺术家园,http://nj.lianjia.com/ershoufang/103100784523.html,三房朝南 环境好 大三房 电梯房 交通方便,3室2厅,28724,398,138.56,中楼层/共11层,南,平层/其他,2007,,江宁,百家湖,近1号线胜太路站
南方花园C组团,http://nj.lianjia.com/ershoufang/103100927151.html,南方花园 南北通透 采光好 业主诚心出售,2室2厅,26873,222,82.61,高楼层/共6层,南 北,平层/简装,2003,,江宁,岔路口,近1号线双龙大道站
经纬城市花园小区,http://nj.lianjia.com/ershoufang/103101088293.html,经纬城市花园小区 2室1厅 220万,2室1厅,25701,220,85.6,高楼层/共7层,南,平层/其他,2003,,江宁,岔路口,近1号线双龙大道站
名嘉佳园小区,http://nj.lianjia.com/ershoufang/103100921615.html,名嘉佳园 两房 采光好 楼层好,2室1厅,25787,235,91.13,中楼层/共10层,南,平层/毛坯,2006,,江宁,岔路口,近1号线双龙大道站
融侨世家,http://nj.lianjia.com/ershoufang/103101059793.html,融侨世家小三房 业主自住婚房装修 ,3室2厅,26455,235,88.83,高楼层/共18层,南,平层/精装,2011,,江宁,江宁大学城,近1号线龙眠大道站
天空之都,http://nj.lianjia.com/ershoufang/103101079197.html,天空之都 1室1厅 258万,1室1厅,39784,258,64.85,高楼层/共36层,东北,精装,2004,,秦淮,新街口,近3号线常府街站
